order_id,order_date,customer_id,product_id,product_name,category,unit_price,quantity,discount,sales,cogs,profit,region
O202485,2025-06-14,C100295,P2017,Technology Item 17,Technology,3583.54,1,0.0,3583.54,1561.54,2022.0,Central
O202486,2025-05-07,C100839,P1004,Office Supplies Item 4,Office Supplies,601.69,2,0.15,1022.87,577.88,444.99,Central
O202487,2024-02-16,C100383,P2002,Technology Item 2,Technology,613.05,1,0.0,613.05,394.09,218.96,Central
O202488,2024-05-06,C100158,P5001,Accessories Item 1,Accessories,306.1,4,0.0,1224.4,914.66,309.74,East
O202489,2024-09-25,C100405,P2002,Technology Item 2,Technology,613.05,4,0.0,2452.2,1681.9,770.3,South
O202490,2023-09-13,C100001,P5001,Accessories Item 1,Accessories,306.1,4,0.05,1163.18,582.9,580.28,East
O202491,2024-06-20,C100217,P4018,Consumables Item 18,Consumables,772.22,2,0.0,1544.44,1226.24,318.2,West
O202492,2024-12-07,C100928,P4018,Consumables Item 18,Consumables,772.22,1,0.0,772.22,507.51,264.71,West
O202493,2025-04-04,C100507,P1017,Office Supplies Item 17,Office Supplies,816.15,4,0.0,3264.6,1960.48,1304.12,East
O202494,2024-05-14,C100761,P4012,Consumables Item 12,Consumables,605.54,3,0.0,1816.62,1294.44,522.18,Central
O202495,2023-07-16,C100904,P5018,Accessories Item 18,Accessories,1149.97,1,0.05,1092.47,700.36,392.11,East
O202496,2024-11-26,C100581,P5010,Accessories Item 10,Accessories,678.1,5,0.0,3390.5,2319.09,1071.41,South
O202497,2023-03-03,C100030,P5014,Accessories Item 14,Accessories,784.72,4,0.05,2981.94,1928.88,1053.06,South
O202498,2023-10-08,C100627,P5006,Accessories Item 6,Accessories,15.68,2,0.0,31.36,14.79,16.57,West
O202499,2025-10-18,C100520,P4020,Consumables Item 20,Consumables,1460.03,2,0.0,2920.06,1802.68,1117.38,West
O202500,2023-07-18,C100881,P5014,Accessories Item 14,Accessories,784.72,3,0.05,2236.45,1147.84,1088.61,East
O202501,2023-02-03,C100275,P4020,Consumables Item 20,Consumables,1460.03,2,0.0,2920.06,1834.13,1085.93,South
O202502,2022-12-11,C100492,P2018,Technology Item 18,Technology,362.51,2,0.05,688.77,310.09,378.68,West
O202503,2023-07-12,C100827,P2004,Technology Item 4,Technology,1323.25,3,0.0,3969.75,1956.24,2013.51,East
O202504,2022-11-07,C100951,P5020,Accessories Item 20,Accessories,75.35,3,0.2,180.84,130.84,50.0,South
O202505,2024-10-28,C100926,P5019,Accessories Item 19,Accessories,123.42,5,0.0,617.1,346.88,270.22,Central
O202506,2023-01-08,C100847,P1006,Office Supplies Item 6,Office Supplies,309.21,1,0.0,309.21,207.02,102.19,East
O202507,2024-04-25,C100036,P4008,Consumables Item 8,Consumables,241.88,4,0.0,967.52,579.68,387.84,South
O202508,2023-01-28,C100311,P5002,Accessories Item 2,Accessories,19.27,3,0.0,57.81,31.0,26.81,Central
O202509,2023-06-01,C100044,P1006,Office Supplies Item 6,Office Supplies,309.21,2,0.05,587.5,351.37,236.13,West
O202510,2025-02-11,C100155,P2006,Technology Item 6,Technology,1048.28,2,0.0,2096.56,1521.01,575.55,East
O202511,2023-07-24,C100077,P5011,Accessories Item 11,Accessories,385.85,6,0.2,1852.08,949.45,902.63,West
O202512,2025-04-30,C100590,P3001,Furniture Item 1,Furniture,388.34,3,0.0,1165.02,662.4,502.62,Central
O202513,2023-08-20,C100613,P4015,Consumables Item 15,Consumables,978.0,5,0.0,4890.0,2352.25,2537.75,East
O202514,2023-09-29,C100438,P2018,Technology Item 18,Technology,362.51,3,0.05,1033.15,558.39,474.76,East
O202515,2025-08-01,C100432,P4020,Consumables Item 20,Consumables,1460.03,5,0.15,6205.13,4678.94,1526.19,Central
O202516,2022-12-17,C100542,P5003,Accessories Item 3,Accessories,117.58,3,0.0,352.74,251.96,100.78,Central
O202517,2024-07-14,C100039,P3003,Furniture Item 3,Furniture,200.93,1,0.2,160.74,88.32,72.42,South
O202518,2024-01-01,C100239,P3013,Furniture Item 13,Furniture,1077.46,2,0.15,1831.68,829.67,1002.01,South
O202519,2023-05-29,C100013,P1015,Office Supplies Item 15,Office Supplies,1276.5,1,0.2,1021.2,580.03,441.17,South
O202520,2025-04-06,C100122,P5010,Accessories Item 10,Accessories,678.1,2,0.1,1220.58,865.01,355.57,West
O202521,2023-04-03,C100144,P3016,Furniture Item 16,Furniture,445.94,2,0.15,758.1,316.52,441.58,Central
O202522,2023-12-20,C100684,P3016,Furniture Item 16,Furniture,445.94,3,0.0,1337.82,933.98,403.84,East
O202523,2024-12-08,C100455,P2011,Technology Item 11,Technology,4293.44,2,0.1,7728.19,5193.07,2535.12,East
O202524,2025-07-10,C100368,P5003,Accessories Item 3,Accessories,117.58,2,0.0,235.16,100.15,135.01,Central
O202525,2024-06-01,C100759,P3017,Furniture Item 17,Furniture,715.82,2,0.0,1431.64,936.66,494.98,Central
O202526,2024-11-09,C100247,P3011,Furniture Item 11,Furniture,542.78,3,0.0,1628.34,845.86,782.48,Central
O202527,2023-04-12,C100923,P2004,Technology Item 4,Technology,1323.25,4,0.2,4234.4,1994.04,2240.36,West
O202528,2025-09-04,C100045,P3018,Furniture Item 18,Furniture,1136.61,2,0.0,2273.22,1259.26,1013.96,East
O202529,2023-05-14,C100765,P4013,Consumables Item 13,Consumables,756.61,1,0.1,680.95,328.32,352.63,East
O202530,2024-04-25,C100375,P5007,Accessories Item 7,Accessories,687.81,4,0.0,2751.24,2007.92,743.32,South
O202531,2023-10-25,C100291,P1004,Office Supplies Item 4,Office Supplies,601.69,4,0.0,2406.76,1677.03,729.73,East
O202532,2025-02-27,C100207,P1010,Office Supplies Item 10,Office Supplies,511.53,6,0.0,3069.18,2431.71,637.47,West
O202533,2024-01-01,C100924,P4003,Consumables Item 3,Consumables,171.17,3,0.0,513.51,315.11,198.4,South
O202534,2024-03-11,C100995,P4013,Consumables Item 13,Consumables,756.61,3,0.2,1815.86,791.14,1024.72,East
O202535,2025-02-05,C100519,P5003,Accessories Item 3,Accessories,117.58,5,0.0,587.9,321.64,266.26,East
O202536,2024-02-29,C100958,P1015,Office Supplies Item 15,Office Supplies,1276.5,2,0.05,2425.35,1783.74,641.61,Central
O202537,2023-09-26,C100242,P5018,Accessories Item 18,Accessories,1149.97,3,0.0,3449.91,1927.62,1522.29,West
O202538,2025-04-07,C100622,P4003,Consumables Item 3,Consumables,171.17,3,0.15,436.48,254.15,182.33,West
O202539,2025-07-18,C100114,P1019,Office Supplies Item 19,Office Supplies,414.61,2,0.1,746.3,421.5,324.8,Central
O202540,2023-07-17,C100819,P4003,Consumables Item 3,Consumables,171.17,1,0.0,171.17,84.58,86.59,West
O202541,2023-08-19,C100302,P3016,Furniture Item 16,Furniture,445.94,4,0.0,1783.76,765.73,1018.03,Central
O202542,2023-03-23,C100276,P2001,Technology Item 1,Technology,2209.18,6,0.0,13255.08,6259.37,6995.71,South
O202543,2024-11-16,C100096,P2014,Technology Item 14,Technology,3038.06,3,0.0,9114.18,4972.49,4141.69,South
O202544,2024-07-19,C100294,P1017,Office Supplies Item 17,Office Supplies,816.15,3,0.0,2448.45,1219.76,1228.69,West
O202545,2023-01-29,C100701,P1018,Office Supplies Item 18,Office Supplies,982.11,3,0.2,2357.06,1482.81,874.25,West
O202546,2024-10-20,C100360,P5001,Accessories Item 1,Accessories,306.1,4,0.1,1101.96,711.38,390.58,West
O202547,2024-02-24,C100288,P4006,Consumables Item 6,Consumables,1311.65,5,0.0,6558.25,4118.75,2439.5,West
O202548,2023-01-23,C100154,P3011,Furniture Item 11,Furniture,542.78,1,0.2,434.22,188.44,245.78,West
O202549,2024-09-03,C100570,P4005,Consumables Item 5,Consumables,1091.68,2,0.0,2183.36,1455.74,727.62,East
O202550,2024-03-31,C100423,P3003,Furniture Item 3,Furniture,200.93,1,0.0,200.93,111.28,89.65,East
O202551,2024-02-28,C100916,P3017,Furniture Item 17,Furniture,715.82,4,0.0,2863.28,2151.08,712.2,Central
O202552,2024-12-21,C100850,P1010,Office Supplies Item 10,Office Supplies,511.53,1,0.0,511.53,312.16,199.37,West
O202553,2023-02-12,C100050,P2017,Technology Item 17,Technology,3583.54,3,0.0,10750.62,4663.68,6086.94,Central
O202554,2023-10-05,C100207,P3008,Furniture Item 8,Furniture,774.16,7,0.0,5419.12,2187.63,3231.49,West
O202555,2024-09-17,C100564,P4009,Consumables Item 9,Consumables,98.0,3,0.05,279.3,190.2,89.1,South
O202556,2025-04-18,C100854,P3016,Furniture Item 16,Furniture,445.94,3,0.15,1137.15,637.04,500.11,Central
O202557,2024-06-29,C100883,P4016,Consumables Item 16,Consumables,924.52,1,0.05,878.29,452.49,425.8,East
O202558,2023-06-11,C100662,P2016,Technology Item 16,Technology,1535.17,2,0.0,3070.34,1777.33,1293.01,West
O202559,2025-08-29,C100565,P2011,Technology Item 11,Technology,4293.44,1,0.0,4293.44,1841.7,2451.74,Central
O202560,2025-10-12,C100213,P3015,Furniture Item 15,Furniture,1408.62,4,0.0,5634.48,3137.24,2497.24,West
O202561,2024-03-17,C100066,P2018,Technology Item 18,Technology,362.51,2,0.1,652.52,343.15,309.37,East
O202562,2025-01-30,C100232,P4013,Consumables Item 13,Consumables,756.61,4,0.0,3026.44,2179.27,847.17,West
O202563,2024-07-16,C100885,P5010,Accessories Item 10,Accessories,678.1,3,0.0,2034.3,956.0,1078.3,East
O202564,2023-04-14,C100811,P1015,Office Supplies Item 15,Office Supplies,1276.5,1,0.0,1276.5,896.78,379.72,Central
O202565,2025-09-16,C100850,P1016,Office Supplies Item 16,Office Supplies,1112.6,4,0.2,3560.32,2136.77,1423.55,East
O202566,2025-10-29,C100663,P4017,Consumables Item 17,Consumables,267.63,3,0.0,802.89,347.45,455.44,South
O202567,2022-11-19,C100717,P5009,Accessories Item 9,Accessories,83.46,5,0.15,354.7,279.46,75.24,West
O202568,2025-09-11,C100320,P5014,Accessories Item 14,Accessories,784.72,2,0.0,1569.44,1088.7,480.74,South
O202569,2025-07-16,C100767,P3013,Furniture Item 13,Furniture,1077.46,1,0.05,1023.59,515.93,507.66,East
O202570,2024-01-24,C100137,P3016,Furniture Item 16,Furniture,445.94,4,0.0,1783.76,1128.59,655.17,Central
O202571,2024-05-05,C100881,P1007,Office Supplies Item 7,Office Supplies,1432.06,2,0.1,2577.71,1958.99,618.72,East
O202572,2025-10-07,C100647,P3017,Furniture Item 17,Furniture,715.82,2,0.0,1431.64,1105.69,325.95,Central
O202573,2024-09-25,C100937,P3015,Furniture Item 15,Furniture,1408.62,2,0.0,2817.24,1950.84,866.4,East
O202574,2024-06-09,C100566,P3012,Furniture Item 12,Furniture,806.55,2,0.0,1613.1,1114.76,498.34,South
O202575,2024-10-21,C100065,P1004,Office Supplies Item 4,Office Supplies,601.69,3,0.0,1805.07,922.29,882.78,West
O202576,2023-02-15,C100514,P3003,Furniture Item 3,Furniture,200.93,3,0.15,512.37,407.8,104.57,East
O202577,2024-12-15,C100132,P2020,Technology Item 20,Technology,2640.06,2,0.1,4752.11,2363.66,2388.45,West
O202578,2025-04-16,C100334,P2010,Technology Item 10,Technology,545.3,2,0.1,981.54,427.72,553.82,Central
O202579,2023-10-02,C100032,P1010,Office Supplies Item 10,Office Supplies,511.53,2,0.0,1023.06,809.19,213.87,East
O202580,2024-06-29,C100868,P5014,Accessories Item 14,Accessories,784.72,3,0.0,2354.16,1085.59,1268.57,Central
O202581,2025-02-15,C100898,P1007,Office Supplies Item 7,Office Supplies,1432.06,3,0.2,3436.94,2091.88,1345.06,West
O202582,2024-06-24,C100872,P2016,Technology Item 16,Technology,1535.17,3,0.1,4144.96,2434.32,1710.64,West
O202583,2023-12-08,C100498,P2015,Technology Item 15,Technology,89.72,4,0.0,358.88,265.31,93.57,Central
O202584,2024-04-23,C100243,P5008,Accessories Item 8,Accessories,497.2,8,0.05,3778.72,2111.03,1667.69,East
O202585,2025-10-31,C100192,P2019,Technology Item 19,Technology,1281.18,3,0.05,3651.36,2194.0,1457.36,West
O202586,2022-11-24,C100142,P2016,Technology Item 16,Technology,1535.17,5,0.0,7675.85,3204.63,4471.22,West
O202587,2024-07-16,C100660,P1020,Office Supplies Item 20,Office Supplies,891.62,4,0.0,3566.48,1723.09,1843.39,East
O202588,2025-10-15,C100601,P3009,Furniture Item 9,Furniture,1285.97,5,0.0,6429.85,4714.35,1715.5,East
O202589,2025-07-13,C100561,P5016,Accessories Item 16,Accessories,1442.31,3,0.15,3677.89,2174.9,1502.99,West
O202590,2023-06-11,C100648,P3019,Furniture Item 19,Furniture,1035.24,3,0.0,3105.72,1529.17,1576.55,West
O202591,2023-04-28,C100988,P3009,Furniture Item 9,Furniture,1285.97,6,0.0,7715.82,4224.9,3490.92,East
O202592,2025-01-08,C100191,P5010,Accessories Item 10,Accessories,678.1,2,0.1,1220.58,627.42,593.16,East
O202593,2024-01-08,C100942,P2006,Technology Item 6,Technology,1048.28,4,0.05,3983.46,2479.66,1503.8,East
O202594,2025-01-01,C100149,P2016,Technology Item 16,Technology,1535.17,6,0.2,7368.82,3099.17,4269.65,West
O202595,2025-04-02,C100599,P3003,Furniture Item 3,Furniture,200.93,4,0.0,803.72,393.81,409.91,East
O202596,2024-03-06,C100416,P5019,Accessories Item 19,Accessories,123.42,2,0.05,234.5,127.1,107.4,Central
O202597,2025-01-18,C100520,P3003,Furniture Item 3,Furniture,200.93,4,0.0,803.72,619.9,183.82,East
O202598,2025-06-18,C100735,P5019,Accessories Item 19,Accessories,123.42,1,0.0,123.42,80.14,43.28,Central
O202599,2023-12-25,C100869,P4016,Consumables Item 16,Consumables,924.52,4,0.0,3698.08,2225.14,1472.94,East
O202600,2024-08-10,C100016,P2013,Technology Item 13,Technology,2603.81,2,0.05,4947.24,2356.52,2590.72,West
O202601,2024-02-19,C100808,P5020,Accessories Item 20,Accessories,75.35,2,0.05,143.16,89.21,53.95,West
O202602,2023-04-19,C100106,P4018,Consumables Item 18,Consumables,772.22,2,0.0,1544.44,1191.7,352.74,West
O202603,2023-04-23,C100283,P5017,Accessories Item 17,Accessories,955.69,5,0.0,4778.45,2993.81,1784.64,East
O202604,2024-02-13,C100104,P3005,Furniture Item 5,Furniture,764.38,3,0.05,2178.48,1014.97,1163.51,South
O202605,2023-10-11,C100361,P3005,Furniture Item 5,Furniture,764.38,2,0.0,1528.76,1221.25,307.51,East
O202606,2024-01-19,C100658,P5008,Accessories Item 8,Accessories,497.2,3,0.0,1491.6,894.28,597.32,East
O202607,2025-09-07,C100035,P1015,Office Supplies Item 15,Office Supplies,1276.5,1,0.0,1276.5,673.76,602.74,East
O202608,2025-10-29,C100113,P5015,Accessories Item 15,Accessories,191.35,5,0.0,956.75,575.34,381.41,South
O202609,2024-07-20,C100308,P1017,Office Supplies Item 17,Office Supplies,816.15,4,0.0,3264.6,1650.18,1614.42,East
O202610,2024-06-14,C100911,P1012,Office Supplies Item 12,Office Supplies,362.33,4,0.05,1376.85,567.47,809.38,West
O202611,2024-04-10,C100959,P2002,Technology Item 2,Technology,613.05,6,0.0,3678.3,2780.09,898.21,East
O202612,2024-01-30,C100053,P2003,Technology Item 3,Technology,1102.81,4,0.15,3749.55,2143.05,1606.5,Central
O202613,2025-01-19,C100859,P5010,Accessories Item 10,Accessories,678.1,2,0.0,1356.2,950.91,405.29,Central
O202614,2023-05-07,C100081,P4018,Consumables Item 18,Consumables,772.22,4,0.0,3088.88,2435.59,653.29,West
O202615,2025-08-17,C100616,P1012,Office Supplies Item 12,Office Supplies,362.33,2,0.05,688.43,449.57,238.86,South
O202616,2024-10-11,C100834,P4008,Consumables Item 8,Consumables,241.88,5,0.0,1209.4,818.34,391.06,Central
O202617,2024-04-12,C100369,P3011,Furniture Item 11,Furniture,542.78,4,0.05,2062.56,1603.22,459.34,South
O202618,2024-01-08,C100242,P1013,Office Supplies Item 13,Office Supplies,945.16,1,0.1,850.64,516.02,334.62,Central
O202619,2023-08-15,C100031,P3017,Furniture Item 17,Furniture,715.82,6,0.15,3650.68,1927.41,1723.27,West
O202620,2024-03-13,C100829,P3015,Furniture Item 15,Furniture,1408.62,4,0.2,4507.58,3464.32,1043.26,East
O202621,2023-08-30,C100704,P5002,Accessories Item 2,Accessories,19.27,4,0.0,77.08,32.96,44.12,Central
O202622,2023-01-26,C100869,P2008,Technology Item 8,Technology,1671.55,8,0.0,13372.4,6496.89,6875.51,West
O202623,2025-02-07,C100361,P3004,Furniture Item 4,Furniture,1197.1,2,0.0,2394.2,1284.5,1109.7,Central
O202624,2024-01-12,C100233,P1019,Office Supplies Item 19,Office Supplies,414.61,3,0.1,1119.45,797.99,321.46,South
O202625,2024-04-24,C100610,P3006,Furniture Item 6,Furniture,1126.74,3,0.0,3380.22,2574.24,805.98,East
O202626,2025-09-11,C100034,P1003,Office Supplies Item 3,Office Supplies,468.91,5,0.05,2227.32,1293.44,933.88,Central
O202627,2025-02-10,C100243,P5003,Accessories Item 3,Accessories,117.58,3,0.0,352.74,181.47,171.27,West
O202628,2025-01-05,C100951,P1020,Office Supplies Item 20,Office Supplies,891.62,2,0.0,1783.24,965.24,818.0,East
O202629,2024-05-13,C100059,P2005,Technology Item 5,Technology,4160.53,3,0.0,12481.59,8270.54,4211.05,Central
O202630,2024-12-01,C100771,P4015,Consumables Item 15,Consumables,978.0,3,0.0,2934.0,1359.04,1574.96,West
O202631,2024-02-10,C100529,P3016,Furniture Item 16,Furniture,445.94,2,0.0,891.88,552.05,339.83,South
O202632,2024-09-05,C100078,P5001,Accessories Item 1,Accessories,306.1,2,0.0,612.2,388.98,223.22,West
O202633,2024-09-15,C100718,P4001,Consumables Item 1,Consumables,1495.23,3,0.0,4485.69,3064.36,1421.33,South
O202634,2023-03-18,C100302,P3015,Furniture Item 15,Furniture,1408.62,4,0.0,5634.48,3614.85,2019.63,West
O202635,2024-05-31,C100678,P2015,Technology Item 15,Technology,89.72,2,0.0,179.44,78.74,100.7,West
O202636,2024-10-10,C100803,P4018,Consumables Item 18,Consumables,772.22,4,0.0,3088.88,2086.6,1002.28,West
O202637,2023-06-16,C100897,P3019,Furniture Item 19,Furniture,1035.24,4,0.1,3726.86,1523.16,2203.7,East
O202638,2023-08-08,C100112,P2019,Technology Item 19,Technology,1281.18,2,0.05,2434.24,1353.74,1080.5,Central
O202639,2024-09-14,C100413,P3017,Furniture Item 17,Furniture,715.82,4,0.0,2863.28,1622.98,1240.3,West
O202640,2025-02-05,C100900,P5003,Accessories Item 3,Accessories,117.58,2,0.0,235.16,105.03,130.13,South
O202641,2024-01-05,C100317,P4007,Consumables Item 7,Consumables,334.97,5,0.0,1674.85,676.54,998.31,West
O202642,2025-09-29,C100865,P2014,Technology Item 14,Technology,3038.06,2,0.15,5164.7,2212.89,2951.81,West
O202643,2023-08-29,C100145,P3001,Furniture Item 1,Furniture,388.34,2,0.0,776.68,449.32,327.36,East
O202644,2024-04-16,C100668,P2002,Technology Item 2,Technology,613.05,3,0.05,1747.19,866.85,880.34,Central
O202645,2024-12-08,C100690,P2007,Technology Item 7,Technology,1312.26,2,0.0,2624.52,1122.22,1502.3,South
O202646,2024-01-18,C100858,P2001,Technology Item 1,Technology,2209.18,4,0.0,8836.72,4441.0,4395.72,East
O202647,2025-09-22,C100648,P3001,Furniture Item 1,Furniture,388.34,3,0.1,1048.52,641.2,407.32,East
O202648,2023-07-18,C100930,P2011,Technology Item 11,Technology,4293.44,3,0.0,12880.32,8975.72,3904.6,Central
O202649,2024-11-08,C100827,P2007,Technology Item 7,Technology,1312.26,2,0.0,2624.52,1482.33,1142.19,East
O202650,2025-01-04,C100018,P2017,Technology Item 17,Technology,3583.54,1,0.15,3046.01,1965.47,1080.54,West
O202651,2023-01-09,C100351,P4006,Consumables Item 6,Consumables,1311.65,3,0.0,3934.95,2513.28,1421.67,Central
O202652,2025-07-10,C100955,P3014,Furniture Item 14,Furniture,668.13,2,0.0,1336.26,1013.59,322.67,West
O202653,2024-02-24,C100155,P1009,Office Supplies Item 9,Office Supplies,75.25,3,0.0,225.75,106.5,119.25,East
O202654,2022-11-24,C100784,P5003,Accessories Item 3,Accessories,117.58,5,0.2,470.32,277.76,192.56,Central
O202655,2025-06-22,C100506,P3002,Furniture Item 2,Furniture,1401.3,4,0.1,5044.68,3292.82,1751.86,West
O202656,2024-11-15,C100778,P2016,Technology Item 16,Technology,1535.17,1,0.0,1535.17,933.21,601.96,East
O202657,2025-02-22,C100360,P1010,Office Supplies Item 10,Office Supplies,511.53,5,0.15,2174.0,1261.22,912.78,West
O202658,2023-09-21,C100332,P3019,Furniture Item 19,Furniture,1035.24,1,0.0,1035.24,817.2,218.04,East
O202659,2025-01-06,C100918,P2020,Technology Item 20,Technology,2640.06,8,0.0,21120.48,16406.51,4713.97,Central
O202660,2022-11-18,C100528,P3014,Furniture Item 14,Furniture,668.13,1,0.0,668.13,430.66,237.47,Central
O202661,2022-12-14,C100012,P2019,Technology Item 19,Technology,1281.18,3,0.05,3651.36,2102.56,1548.8,East
O202662,2023-04-04,C100075,P1007,Office Supplies Item 7,Office Supplies,1432.06,5,0.05,6802.28,4776.24,2026.04,Central
O202663,2025-03-16,C100212,P1004,Office Supplies Item 4,Office Supplies,601.69,3,0.0,1805.07,1092.38,712.69,East
O202664,2025-05-10,C100691,P1015,Office Supplies Item 15,Office Supplies,1276.5,4,0.0,5106.0,4075.75,1030.25,Central
O202665,2024-11-12,C100641,P4016,Consumables Item 16,Consumables,924.52,5,0.2,3698.08,2493.89,1204.19,Central
O202666,2023-06-13,C100283,P3008,Furniture Item 8,Furniture,774.16,6,0.1,4180.46,1786.16,2394.3,East
O202667,2023-06-05,C100195,P1006,Office Supplies Item 6,Office Supplies,309.21,3,0.05,881.25,494.17,387.08,East
O202668,2022-12-01,C100780,P4013,Consumables Item 13,Consumables,756.61,4,0.0,3026.44,2094.62,931.82,South
O202669,2025-10-18,C100030,P2015,Technology Item 15,Technology,89.72,5,0.1,403.74,297.54,106.2,Central
O202670,2025-04-16,C100009,P4012,Consumables Item 12,Consumables,605.54,5,0.05,2876.31,2086.33,789.98,South
O202671,2025-05-23,C100309,P4011,Consumables Item 11,Consumables,470.52,4,0.2,1505.66,1190.82,314.84,West
O202672,2024-01-19,C100445,P4008,Consumables Item 8,Consumables,241.88,3,0.0,725.64,432.23,293.41,West
O202673,2024-04-13,C100310,P3018,Furniture Item 18,Furniture,1136.61,2,0.05,2159.56,984.82,1174.74,West
O202674,2024-11-07,C100677,P4017,Consumables Item 17,Consumables,267.63,3,0.2,642.31,424.5,217.81,West
O202675,2025-03-23,C100705,P1019,Office Supplies Item 19,Office Supplies,414.61,3,0.0,1243.83,532.73,711.1,Central
O202676,2024-05-19,C100426,P4002,Consumables Item 2,Consumables,643.15,5,0.05,3054.96,2411.61,643.35,South
O202677,2023-01-15,C100817,P4011,Consumables Item 11,Consumables,470.52,1,0.2,376.42,264.78,111.64,East
O202678,2024-04-30,C100772,P1010,Office Supplies Item 10,Office Supplies,511.53,7,0.0,3580.71,2839.0,741.71,West
O202679,2023-07-25,C100704,P2005,Technology Item 5,Technology,4160.53,2,0.05,7905.01,4354.88,3550.13,West
O202680,2023-09-13,C100591,P3004,Furniture Item 4,Furniture,1197.1,3,0.0,3591.3,1459.21,2132.09,West
O202681,2022-11-25,C100691,P5019,Accessories Item 19,Accessories,123.42,2,0.0,246.84,150.21,96.63,West
O202682,2023-04-09,C100091,P3018,Furniture Item 18,Furniture,1136.61,1,0.0,1136.61,509.74,626.87,South
O202683,2024-06-18,C100456,P2005,Technology Item 5,Technology,4160.53,2,0.0,8321.06,5590.51,2730.55,South
O202684,2025-04-18,C100444,P5013,Accessories Item 13,Accessories,1059.89,2,0.05,2013.79,1206.3,807.49,East
O202685,2024-03-16,C100727,P4016,Consumables Item 16,Consumables,924.52,2,0.0,1849.04,1296.88,552.16,Central
O202686,2025-08-09,C100079,P2020,Technology Item 20,Technology,2640.06,4,0.15,8976.2,4635.56,4340.64,West
O202687,2024-10-03,C100475,P4016,Consumables Item 16,Consumables,924.52,2,0.0,1849.04,1352.88,496.16,West
O202688,2022-11-01,C100927,P4010,Consumables Item 10,Consumables,1234.94,6,0.05,7039.16,4648.16,2391.0,East
O202689,2024-11-10,C100103,P1010,Office Supplies Item 10,Office Supplies,511.53,5,0.0,2557.65,2033.55,524.1,East
O202690,2023-09-16,C100623,P4006,Consumables Item 6,Consumables,1311.65,5,0.0,6558.25,3091.71,3466.54,South
O202691,2023-11-17,C100456,P2005,Technology Item 5,Technology,4160.53,2,0.0,8321.06,3498.75,4822.31,Central
O202692,2025-04-16,C100990,P4011,Consumables Item 11,Consumables,470.52,4,0.0,1882.08,1393.53,488.55,West
O202693,2024-10-17,C100314,P5007,Accessories Item 7,Accessories,687.81,4,0.1,2476.12,1325.67,1150.45,Central
O202694,2023-09-03,C100247,P1011,Office Supplies Item 11,Office Supplies,610.7,5,0.1,2748.15,1573.31,1174.84,East
O202695,2023-11-26,C100234,P2016,Technology Item 16,Technology,1535.17,1,0.1,1381.65,1064.24,317.41,Central
O202696,2025-07-17,C100594,P3009,Furniture Item 9,Furniture,1285.97,2,0.05,2443.34,1408.04,1035.3,Central
O202697,2023-08-25,C100644,P3008,Furniture Item 8,Furniture,774.16,2,0.05,1470.9,763.7,707.2,West
O202698,2023-06-21,C100235,P5007,Accessories Item 7,Accessories,687.81,1,0.0,687.81,291.49,396.32,East
O202699,2023-07-29,C100790,P1007,Office Supplies Item 7,Office Supplies,1432.06,4,0.0,5728.24,3306.19,2422.05,South
O202700,2025-10-19,C100387,P5011,Accessories Item 11,Accessories,385.85,2,0.05,733.12,485.31,247.81,West
O202701,2024-09-07,C100847,P4017,Consumables Item 17,Consumables,267.63,4,0.0,1070.52,543.47,527.05,East
O202702,2024-10-06,C100611,P3011,Furniture Item 11,Furniture,542.78,7,0.0,3799.46,2610.65,1188.81,Central
O202703,2023-06-22,C100943,P1017,Office Supplies Item 17,Office Supplies,816.15,2,0.0,1632.3,965.19,667.11,Central
O202704,2025-02-22,C100038,P2012,Technology Item 12,Technology,3897.09,2,0.0,7794.18,5792.97,2001.21,Central
O202705,2024-03-05,C100161,P2006,Technology Item 6,Technology,1048.28,8,0.0,8386.24,3897.04,4489.2,Central
O202706,2024-03-17,C100462,P2002,Technology Item 2,Technology,613.05,3,0.0,1839.15,1292.61,546.54,Central
O202707,2025-04-08,C100944,P1013,Office Supplies Item 13,Office Supplies,945.16,2,0.0,1890.32,1461.26,429.06,East
O202708,2024-06-14,C100449,P1012,Office Supplies Item 12,Office Supplies,362.33,2,0.0,724.66,504.77,219.89,South
O202709,2024-11-15,C100117,P4011,Consumables Item 11,Consumables,470.52,4,0.0,1882.08,1058.43,823.65,East
O202710,2024-01-02,C100241,P1001,Office Supplies Item 1,Office Supplies,53.51,4,0.0,214.04,105.35,108.69,East
O202711,2024-09-27,C100026,P2013,Technology Item 13,Technology,2603.81,1,0.0,2603.81,1143.98,1459.83,West
O202712,2024-08-07,C100648,P1014,Office Supplies Item 14,Office Supplies,962.37,1,0.1,866.13,569.0,297.13,West
O202713,2024-11-01,C100562,P4004,Consumables Item 4,Consumables,50.47,3,0.0,151.41,69.22,82.19,East
O202714,2025-01-08,C100976,P3003,Furniture Item 3,Furniture,200.93,3,0.1,542.51,398.92,143.59,West
O202715,2023-10-30,C100806,P3018,Furniture Item 18,Furniture,1136.61,3,0.0,3409.83,2674.31,735.52,West
O202716,2023-05-21,C100906,P3001,Furniture Item 1,Furniture,388.34,2,0.0,776.68,352.86,423.82,West
O202717,2025-03-31,C100298,P5001,Accessories Item 1,Accessories,306.1,4,0.0,1224.4,673.94,550.46,East
O202718,2023-03-26,C100805,P4008,Consumables Item 8,Consumables,241.88,2,0.0,483.76,374.87,108.89,East
