ticket_id,created_at,resolved_at,priority,status,assigned_agent,resolution_hours,sla_met,category
T300535,2023-07-15,2023-07-15 10:43:24.880146297,Low,Resolved,Agent_15,10.72,1,Other
T300536,2024-04-05,2024-04-06 19:16:33.945273221,Low,Closed,Agent_20,43.28,1,Other
T300537,2024-11-19,2024-11-19 12:54:39.679697288,Medium,Closed,Agent_14,12.91,1,Logistics
T300538,2025-09-15,2025-09-15 21:42:18.137747790,Medium,Resolved,Agent_18,21.71,1,Billing
T300539,2024-08-18,2024-08-18 19:14:28.446981571,Low,Resolved,Agent_20,19.24,1,HR
T300540,2023-09-16,2023-09-16 06:16:30.277358656,Medium,Resolved,Agent_5,6.28,1,Technical
T300541,2024-11-03,2024-11-04 19:28:14.813633221,Medium,Escalated,Agent_2,43.47,1,Billing
T300542,2023-12-16,2023-12-21 01:15:40.000987681,Low,Resolved,Agent_2,121.26,0,Technical
T300543,2024-02-02,2024-02-02 14:39:35.374536079,High,Resolved,Agent_2,14.66,1,Billing
T300544,2023-10-05,2023-10-05 08:27:35.430902634,Low,Resolved,Agent_2,8.46,1,Other
T300545,2023-06-16,2023-06-16 04:38:56.169250536,Low,Open,Agent_9,4.65,1,HR
T300546,2023-11-01,2023-11-02 13:10:40.306561391,Low,Resolved,Agent_12,37.18,1,Technical
T300547,2024-01-08,2024-01-08 19:10:58.713193115,Medium,Closed,Agent_20,19.18,1,Technical
T300548,2025-03-07,2025-03-09 00:56:17.700684722,Low,Resolved,Agent_18,48.94,1,Technical
T300549,2024-01-23,2024-01-25 08:47:30.775609279,Medium,Escalated,Agent_3,56.79,0,HR
T300550,2024-03-21,2024-03-21 12:29:18.386305753,High,Resolved,Agent_19,12.49,1,Technical
T300551,2023-01-01,2023-01-05 22:58:36.499729866,Low,Resolved,Agent_16,118.98,0,Billing
T300552,2023-05-06,2023-05-06 01:30:09.516187871,High,Closed,Agent_11,1.5,1,Technical
T300553,2025-04-10,2025-04-11 05:38:48.450068735,Medium,Open,Agent_15,29.65,1,Technical
T300554,2025-02-28,2025-03-05 05:55:16.481181864,Low,Resolved,Agent_11,125.92,0,Other
T300555,2024-06-30,2024-06-30 14:54:48.577331632,Medium,Resolved,Agent_10,14.91,1,Other
T300556,2023-07-12,2023-07-18 20:30:09.899143644,Low,Closed,Agent_19,164.5,0,Technical
T300557,2024-06-01,2024-06-01 19:17:54.961763144,Medium,Resolved,Agent_5,19.3,1,Billing
T300558,2023-09-10,2023-09-11 10:22:15.629761950,High,Escalated,Agent_14,34.37,0,Technical
T300559,2025-08-02,2025-08-02 08:16:56.309820078,Critical,Resolved,Agent_9,8.28,0,Logistics
T300560,2024-01-05,2024-01-06 05:22:41.955245684,Low,Resolved,Agent_6,29.38,1,Technical
T300561,2023-06-10,2023-06-10 01:40:29.536085476,Low,Escalated,Agent_1,1.67,1,Technical
T300562,2023-09-14,2023-09-14 12:51:14.439997841,High,Resolved,Agent_12,12.85,1,Billing
T300563,2024-11-29,2024-11-29 07:02:30.038300509,Medium,Resolved,Agent_14,7.04,1,Technical
T300564,2024-12-05,2024-12-05 08:10:27.672595057,Medium,Resolved,Agent_4,8.17,1,Logistics
T300565,2024-10-27,2024-10-27 01:00:00.000000000,Medium,Resolved,Agent_15,1.0,1,Technical
T300566,2023-01-11,2023-01-11 19:34:32.971774652,Medium,Closed,Agent_17,19.58,1,Technical
T300567,2025-07-17,2025-07-17 08:11:45.336051763,Medium,Closed,Agent_20,8.2,1,Logistics
T300568,2024-01-30,2024-02-01 00:28:13.406069777,High,Resolved,Agent_12,48.47,0,Logistics
T300569,2024-07-02,2024-07-04 18:21:07.129453300,Low,Resolved,Agent_1,66.35,1,Billing
T300570,2024-06-19,2024-06-19 10:37:00.652564911,Medium,Closed,Agent_13,10.62,1,Technical
T300571,2025-02-14,2025-02-14 08:22:14.216543151,Medium,Resolved,Agent_10,8.37,1,HR
T300572,2025-05-27,2025-05-27 15:03:43.443582125,High,Closed,Agent_4,15.06,1,Technical
T300573,2025-04-08,2025-04-08 03:31:10.917689867,High,Closed,Agent_6,3.52,1,Logistics
T300574,2024-12-24,2024-12-25 04:31:20.843523354,Low,Resolved,Agent_9,28.52,1,Technical
T300575,2024-04-01,2024-04-01 04:11:43.776066800,Medium,Resolved,Agent_18,4.2,1,Billing
T300576,2025-02-20,2025-02-20 01:45:32.577762505,Critical,Closed,Agent_2,1.76,1,Billing
T300577,2022-12-08,2022-12-08 04:58:16.554324797,Low,Resolved,Agent_6,4.97,1,Technical
T300578,2023-09-15,2023-09-15 06:41:07.912959952,High,Resolved,Agent_11,6.69,1,Technical
T300579,2024-08-01,2024-08-03 14:44:37.752942892,Medium,Closed,Agent_13,62.74,0,HR
T300580,2023-03-20,2023-03-20 05:06:11.544590234,Low,Resolved,Agent_6,5.1,1,Technical
T300581,2025-05-06,2025-05-06 06:54:02.727270562,High,Resolved,Agent_12,6.9,1,Logistics
T300582,2024-01-01,2024-01-01 04:15:04.957316611,High,Resolved,Agent_19,4.25,1,Logistics
T300583,2025-03-04,2025-03-04 21:38:40.535977124,Low,Resolved,Agent_18,21.64,1,Technical
T300584,2023-06-03,2023-06-04 11:25:39.967361579,Medium,Resolved,Agent_19,35.43,1,Logistics
T300585,2024-08-06,2024-08-07 03:24:29.824034713,Low,Resolved,Agent_12,27.41,1,Logistics
T300586,2024-04-24,2024-04-26 02:26:43.546133262,Low,Resolved,Agent_20,50.45,1,Technical
T300587,2025-03-25,2025-04-01 03:57:58.031426079,Low,Resolved,Agent_13,171.97,0,Billing
T300588,2023-11-24,2023-11-25 21:59:56.551266646,Low,Open,Agent_20,46.0,1,Other
T300589,2023-04-01,2023-04-01 02:28:09.843632356,Critical,Closed,Agent_4,2.47,1,Logistics
T300590,2024-11-16,2024-11-16 12:09:58.412484264,Medium,Closed,Agent_6,12.17,1,Logistics
T300591,2023-03-13,2023-03-14 04:34:13.032918888,Medium,Resolved,Agent_13,28.57,1,Logistics
T300592,2024-11-11,2024-11-13 08:53:33.372508167,Low,Resolved,Agent_10,56.89,1,Logistics
T300593,2025-09-24,2025-09-24 11:01:00.074613689,Medium,Resolved,Agent_3,11.02,1,Technical
T300594,2024-06-14,2024-06-16 13:52:27.797982130,Low,Resolved,Agent_9,61.87,1,Other
T300595,2025-03-16,2025-03-16 19:11:41.699601579,Medium,Resolved,Agent_15,19.19,1,Logistics
T300596,2024-11-23,2024-11-30 20:47:48.363070156,Low,Resolved,Agent_5,188.8,0,HR
T300597,2023-10-10,2023-10-14 18:34:26.199426382,Low,Resolved,Agent_9,114.57,0,Technical
T300598,2024-02-27,2024-02-27 20:50:14.074386859,High,Resolved,Agent_15,20.84,1,Other
T300599,2023-11-23,2023-11-23 01:40:37.238151183,Low,Resolved,Agent_13,1.68,1,Logistics
T300600,2024-04-28,2024-04-28 11:29:22.876306739,Medium,Resolved,Agent_3,11.49,1,Logistics
T300601,2025-03-08,2025-03-09 16:52:45.708167910,Low,Resolved,Agent_19,40.88,1,Billing
T300602,2025-05-06,2025-05-07 11:23:32.689987906,Low,Resolved,Agent_2,35.39,1,Logistics
T300603,2024-09-29,2024-10-01 21:13:12.263391093,Low,Resolved,Agent_18,69.22,1,Technical
T300604,2025-08-31,2025-09-01 04:46:25.715159360,High,Resolved,Agent_14,28.77,0,Logistics
T300605,2024-06-03,2024-06-03 18:33:56.209346056,High,Open,Agent_13,18.57,1,Technical
T300606,2023-03-11,2023-03-11 11:56:18.679544208,Low,Resolved,Agent_8,11.94,1,Billing
T300607,2023-11-01,2023-11-01 15:57:16.800378675,Medium,Open,Agent_10,15.95,1,Technical
T300608,2023-12-26,2023-12-26 12:00:20.268597172,Medium,Closed,Agent_2,12.01,1,Technical
T300609,2023-12-29,2023-12-31 21:45:28.846602032,Low,Resolved,Agent_10,69.76,1,Logistics
T300610,2023-04-11,2023-04-15 12:14:19.990173614,Low,Resolved,Agent_2,108.24,0,Technical
T300611,2023-02-03,2023-02-03 08:06:45.991997292,Medium,Resolved,Agent_4,8.11,1,Technical
T300612,2025-02-12,2025-02-12 16:06:32.481522981,Medium,Open,Agent_9,16.11,1,Logistics
T300613,2023-06-09,2023-06-11 15:11:24.968495560,Low,Closed,Agent_10,63.19,1,Logistics
T300614,2024-02-06,2024-02-06 01:13:47.463601218,Medium,Resolved,Agent_4,1.23,1,Other
T300615,2025-05-19,2025-05-19 19:47:33.684654278,Critical,Resolved,Agent_3,19.79,0,Technical
T300616,2024-09-11,2024-09-14 05:14:39.729155427,Low,Resolved,Agent_7,77.24,0,Logistics
T300617,2024-08-18,2024-08-19 13:33:46.533036182,Low,Resolved,Agent_16,37.56,1,Billing
T300618,2023-08-13,2023-08-13 18:05:46.133144263,High,Closed,Agent_5,18.1,1,HR
T300619,2025-01-28,2025-01-31 14:53:00.794425705,Low,Resolved,Agent_13,86.88,0,Logistics
T300620,2024-01-30,2024-01-30 16:20:29.172480056,Medium,Resolved,Agent_10,16.34,1,Logistics
T300621,2025-05-07,2025-05-07 13:55:07.378112347,Medium,Resolved,Agent_2,13.92,1,Billing
T300622,2023-08-02,2023-08-05 15:16:47.456982202,Low,Resolved,Agent_16,87.28,0,Other
T300623,2022-12-07,2022-12-10 22:15:39.923000385,Low,Resolved,Agent_20,94.26,0,Other
T300624,2024-01-17,2024-01-17 03:10:01.696454540,Medium,Resolved,Agent_1,3.17,1,Technical
T300625,2025-03-24,2025-03-28 18:26:38.698924635,Low,Resolved,Agent_6,114.44,0,Technical
T300626,2025-09-25,2025-09-25 03:53:19.440920006,High,Resolved,Agent_19,3.89,1,HR
T300627,2023-01-07,2023-01-08 02:24:09.988459695,Medium,Resolved,Agent_1,26.4,1,Technical
T300628,2023-10-26,2023-10-28 11:18:14.299011287,Low,Resolved,Agent_5,59.3,1,Technical
T300629,2024-10-17,2024-10-17 15:44:59.186499672,Low,Escalated,Agent_12,15.75,1,Logistics
T300630,2025-06-05,2025-06-05 04:21:06.853025829,High,Escalated,Agent_17,4.35,1,Logistics
T300631,2024-02-25,2024-02-26 05:24:17.169440937,Medium,Resolved,Agent_19,29.4,1,Technical
T300632,2023-08-16,2023-08-16 04:37:08.889293035,Medium,Resolved,Agent_8,4.62,1,Technical
T300633,2023-01-29,2023-02-01 21:49:56.918767042,Low,Closed,Agent_10,93.83,0,Technical
T300634,2023-05-31,2023-05-31 06:03:08.381095879,Medium,Resolved,Agent_3,6.05,1,HR
T300635,2024-05-28,2024-05-28 05:11:27.815749179,High,Resolved,Agent_9,5.19,1,HR
T300636,2025-10-31,2025-10-31 07:26:36.416277074,Medium,Resolved,Agent_7,7.44,1,Logistics
T300637,2025-02-25,2025-02-25 13:30:31.477662921,Low,Resolved,Agent_6,13.51,1,Technical
T300638,2023-08-17,2023-08-18 22:16:57.361345412,High,Closed,Agent_15,46.28,0,Logistics
T300639,2023-11-02,2023-11-02 14:01:19.123074767,Low,Closed,Agent_13,14.02,1,Technical
T300640,2022-11-27,2022-11-27 20:43:28.989415361,Medium,Closed,Agent_14,20.72,1,Logistics
T300641,2023-12-25,2023-12-25 16:24:57.103403149,High,Resolved,Agent_5,16.42,1,Technical
T300642,2025-04-18,2025-04-18 01:00:00.000000000,High,Open,Agent_2,1.0,1,Technical
T300643,2025-01-13,2025-01-15 03:12:10.078212518,Medium,Resolved,Agent_7,51.2,0,Technical
T300644,2024-07-04,2024-07-04 01:59:27.904015118,High,Closed,Agent_1,1.99,1,HR
T300645,2024-02-15,2024-02-15 21:17:07.431765907,Medium,Resolved,Agent_16,21.29,1,Other
T300646,2023-11-04,2023-11-06 01:11:23.683524453,Low,Escalated,Agent_7,49.19,1,Technical
T300647,2023-12-15,2023-12-16 23:40:04.147075268,Low,Closed,Agent_15,47.67,1,Technical
T300648,2025-09-14,2025-09-16 15:27:52.510442096,Low,Resolved,Agent_6,63.46,1,Technical
T300649,2023-04-10,2023-04-12 16:15:01.231209308,Medium,Open,Agent_20,64.25,0,Technical
T300650,2024-09-08,2024-09-13 05:33:23.886385846,Low,Open,Agent_19,125.56,0,Other
T300651,2022-11-13,2022-11-13 10:21:18.783407356,High,Resolved,Agent_9,10.36,1,Technical
T300652,2023-01-27,2023-01-27 22:10:17.442607716,Low,Closed,Agent_6,22.17,1,HR
T300653,2024-01-13,2024-01-13 09:18:32.626182257,Medium,Resolved,Agent_17,9.31,1,Logistics
T300654,2023-12-26,2023-12-27 02:07:52.466134824,High,Closed,Agent_5,26.13,0,Billing
T300655,2025-08-27,2025-08-28 22:02:12.343323763,Medium,Resolved,Agent_15,46.04,1,Logistics
T300656,2024-03-14,2024-03-14 16:50:05.106384900,Low,Resolved,Agent_7,16.83,1,Logistics
T300657,2023-07-04,2023-07-04 01:00:00.000000000,Critical,Closed,Agent_14,1.0,1,Logistics
T300658,2023-10-12,2023-10-15 22:45:59.784562499,Low,Resolved,Agent_20,94.77,0,Billing
T300659,2024-02-23,2024-02-24 20:59:40.053546574,Low,Resolved,Agent_18,44.99,1,Technical
T300660,2025-04-16,2025-04-16 18:01:47.683586163,Low,Closed,Agent_17,18.03,1,Logistics
T300661,2024-04-03,2024-04-03 22:38:18.842589529,Medium,Closed,Agent_18,22.64,1,Technical
T300662,2024-01-04,2024-01-04 01:00:00.000000000,High,Resolved,Agent_2,1.0,1,Other
T300663,2023-04-19,2023-04-19 10:07:21.771286202,Low,Open,Agent_18,10.12,1,Technical
T300664,2023-02-27,2023-02-27 04:44:06.535429905,Critical,Resolved,Agent_14,4.74,1,Billing
T300665,2024-11-27,2024-11-28 13:11:12.037055672,Low,Resolved,Agent_4,37.19,1,Logistics
T300666,2023-01-02,2023-01-02 13:35:45.570304793,Low,Resolved,Agent_7,13.6,1,Technical
T300667,2023-02-17,2023-02-21 00:32:08.122582738,Medium,Resolved,Agent_7,96.54,0,Technical
T300668,2024-11-15,2024-11-15 06:22:52.512651212,High,Resolved,Agent_1,6.38,1,Billing
T300669,2024-10-17,2024-10-19 11:10:35.790600512,Low,Resolved,Agent_8,59.18,1,Billing
T300670,2023-12-22,2023-12-22 14:21:10.984901381,Low,Closed,Agent_20,14.35,1,Billing
T300671,2025-04-10,2025-04-10 13:15:33.990147055,Medium,Closed,Agent_10,13.26,1,Technical
T300672,2024-10-10,2024-10-11 18:42:00.675403994,Medium,Open,Agent_9,42.7,1,Logistics
T300673,2024-07-10,2024-07-13 18:36:54.063920823,Low,Open,Agent_7,90.62,0,Technical
T300674,2023-07-10,2023-07-10 06:58:32.286018720,Low,Resolved,Agent_3,6.98,1,Logistics
T300675,2024-11-07,2024-11-07 21:01:25.262493786,Low,Resolved,Agent_12,21.02,1,HR
T300676,2024-03-18,2024-03-18 05:27:00.521852587,Medium,Closed,Agent_3,5.45,1,Logistics
T300677,2023-04-03,2023-04-07 10:03:59.312529266,Low,Resolved,Agent_5,106.07,0,Logistics
T300678,2023-06-12,2023-06-14 19:17:21.466542551,Low,Resolved,Agent_7,67.29,1,Technical
T300679,2024-06-20,2024-06-21 15:46:10.700337266,Low,Open,Agent_12,39.77,1,Billing
T300680,2025-02-23,2025-02-25 02:24:10.770026804,Low,Open,Agent_17,50.4,1,Technical
T300681,2024-09-14,2024-09-16 10:55:30.098428075,Medium,Open,Agent_14,58.93,0,Logistics
T300682,2023-04-09,2023-04-09 17:20:43.902864868,Low,Resolved,Agent_3,17.35,1,Logistics
T300683,2025-10-10,2025-10-10 01:00:00.000000000,Low,Open,Agent_1,1.0,1,Other
T300684,2023-04-21,2023-04-21 01:16:55.291862086,Low,Resolved,Agent_18,1.28,1,Logistics
T300685,2025-07-08,2025-07-08 01:08:50.983795598,Medium,Resolved,Agent_14,1.15,1,Technical
T300686,2023-09-28,2023-09-28 03:18:01.512978516,Medium,Resolved,Agent_13,3.3,1,Logistics
T300687,2023-01-05,2023-01-06 16:36:29.714451284,Low,Resolved,Agent_12,40.61,1,Billing
T300688,2023-07-29,2023-08-05 22:27:29.501806589,Low,Resolved,Agent_5,190.46,0,HR
T300689,2025-10-20,2025-10-20 13:04:12.116214495,Medium,Resolved,Agent_3,13.07,1,Technical
T300690,2024-09-19,2024-09-21 11:49:10.623972984,Low,Resolved,Agent_14,59.82,1,Billing
T300691,2024-07-21,2024-07-24 03:24:40.749371840,Low,Resolved,Agent_7,75.41,0,Billing
T300692,2025-07-29,2025-07-29 19:23:50.535040623,High,Resolved,Agent_7,19.4,1,Other
T300693,2023-07-17,2023-07-17 14:03:26.384369299,Medium,Open,Agent_17,14.06,1,Logistics
T300694,2023-09-27,2023-09-27 19:09:40.696053978,Medium,Resolved,Agent_6,19.16,1,Billing
T300695,2024-12-22,2024-12-22 04:47:00.361723151,High,Resolved,Agent_15,4.78,1,Technical
T300696,2023-07-25,2023-07-25 06:59:09.025133340,Critical,Closed,Agent_19,6.99,0,Technical
T300697,2025-01-02,2025-01-02 11:35:02.815271828,Medium,Resolved,Agent_15,11.58,1,Billing
T300698,2025-08-27,2025-08-27 17:53:06.366855505,Low,Resolved,Agent_7,17.89,1,Billing
T300699,2025-03-09,2025-03-09 23:41:15.930307344,Medium,Resolved,Agent_5,23.69,1,Logistics
T300700,2024-01-13,2024-01-13 10:01:05.038910671,Medium,Resolved,Agent_15,10.02,1,Logistics
T300701,2024-05-04,2024-05-05 01:09:49.992525556,Low,Closed,Agent_20,25.16,1,Other
T300702,2022-11-04,2022-11-06 11:33:46.055657011,Low,Resolved,Agent_13,59.56,1,Billing
T300703,2024-09-08,2024-09-11 20:08:27.025988741,Low,Closed,Agent_7,92.14,0,HR
T300704,2023-09-03,2023-09-04 03:23:15.964201120,Low,Resolved,Agent_13,27.39,1,Technical
T300705,2024-02-05,2024-02-06 11:27:03.697228105,Low,Closed,Agent_13,35.45,1,Technical
T300706,2023-02-25,2023-02-26 08:55:34.585825216,Medium,Resolved,Agent_13,32.93,1,Billing
T300707,2024-05-16,2024-05-16 03:03:28.466814157,High,Resolved,Agent_8,3.06,1,Other
T300708,2025-06-29,2025-06-30 01:44:07.280268023,Low,Resolved,Agent_5,25.74,1,Other
T300709,2025-09-04,2025-09-07 08:05:04.576894987,Low,Resolved,Agent_4,80.08,0,HR
T300710,2023-05-20,2023-05-21 02:59:11.783817005,High,Closed,Agent_17,26.99,0,Billing
T300711,2023-03-04,2023-03-06 01:41:51.707218984,Low,Resolved,Agent_20,49.7,1,HR
T300712,2023-04-05,2023-04-05 23:59:38.930105426,Low,Resolved,Agent_14,23.99,1,Logistics
T300713,2023-12-14,2023-12-15 20:41:52.792029079,Low,Resolved,Agent_11,44.7,1,Billing
T300714,2024-02-09,2024-02-09 09:27:28.464923762,Low,Resolved,Agent_10,9.46,1,Technical
T300715,2024-11-23,2024-11-23 01:00:00.000000000,Medium,Closed,Agent_1,1.0,1,Logistics
T300716,2024-12-11,2024-12-11 01:00:00.000000000,High,Escalated,Agent_7,1.0,1,HR
T300717,2025-02-14,2025-02-14 02:44:51.284465259,Medium,Resolved,Agent_6,2.75,1,HR
T300718,2025-07-31,2025-07-31 01:32:04.061229227,Critical,Closed,Agent_7,1.53,1,Technical
T300719,2024-11-19,2024-11-20 05:43:50.076242176,Low,Resolved,Agent_15,29.73,1,Technical
T300720,2023-11-29,2023-11-29 03:10:20.662951554,High,Escalated,Agent_6,3.17,1,Logistics
T300721,2022-12-20,2022-12-21 18:13:06.830529070,Low,Resolved,Agent_18,42.22,1,Logistics
T300722,2024-10-25,2024-11-06 18:05:50.116077446,Low,Escalated,Agent_2,306.1,0,Billing
T300723,2023-03-24,2023-03-25 09:05:48.359681938,Low,Resolved,Agent_9,33.1,1,Logistics
T300724,2023-04-15,2023-04-15 16:58:09.066606335,High,Closed,Agent_6,16.97,1,Technical
T300725,2025-10-26,2025-10-26 08:18:03.903925276,Medium,Resolved,Agent_17,8.3,1,Technical
T300726,2025-09-09,2025-09-15 14:05:32.744499039,Low,Resolved,Agent_11,158.09,0,Billing
T300727,2024-07-15,2024-07-15 13:45:05.486505183,Low,Resolved,Agent_4,13.75,1,Technical
T300728,2023-01-08,2023-01-08 10:53:41.431705513,High,Resolved,Agent_7,10.89,1,Billing
T300729,2024-01-28,2024-01-30 01:07:48.858431347,High,Closed,Agent_15,49.13,0,Other
T300730,2022-11-25,2022-11-26 15:38:13.050190557,Medium,Resolved,Agent_17,39.64,1,Logistics
T300731,2023-09-06,2023-09-15 15:57:33.533298664,Low,Closed,Agent_12,231.96,0,Other
T300732,2022-11-12,2022-11-12 22:55:31.575915149,Low,Resolved,Agent_13,22.93,1,Technical
T300733,2024-05-30,2024-05-30 03:52:44.047078997,Low,Resolved,Agent_13,3.88,1,Logistics
T300734,2024-09-24,2024-09-24 13:23:38.180139853,Low,Resolved,Agent_8,13.39,1,Other
T300735,2023-06-22,2023-06-28 07:43:27.919653769,Low,Closed,Agent_7,151.72,0,Technical
T300736,2025-02-12,2025-02-12 22:13:18.343366088,Low,Closed,Agent_4,22.22,1,Billing
T300737,2025-05-05,2025-05-05 03:11:54.763214419,Medium,Closed,Agent_3,3.2,1,Logistics
T300738,2024-06-13,2024-06-13 10:47:25.423881927,High,Resolved,Agent_17,10.79,1,Technical
T300739,2025-02-26,2025-02-26 08:19:40.574284631,High,Escalated,Agent_16,8.33,1,Technical
T300740,2024-07-05,2024-07-05 01:32:53.277343581,Medium,Closed,Agent_19,1.55,1,Other
T300741,2023-04-01,2023-04-02 04:57:14.189583203,Low,Closed,Agent_2,28.95,1,Logistics
T300742,2023-06-04,2023-06-06 00:05:51.770285596,Low,Resolved,Agent_14,48.1,1,Technical
T300743,2024-08-20,2024-08-20 03:10:42.026860360,High,Closed,Agent_16,3.18,1,Billing
T300744,2023-09-06,2023-09-06 06:22:43.812391007,Low,Resolved,Agent_17,6.38,1,Billing
T300745,2023-03-29,2023-04-02 00:02:48.667139218,Low,Resolved,Agent_4,96.05,0,Technical
T300746,2023-10-03,2023-10-04 23:08:13.901672727,Low,Resolved,Agent_8,47.14,1,Technical
T300747,2024-03-21,2024-03-21 08:05:55.275044164,Low,Resolved,Agent_9,8.1,1,Technical
T300748,2025-06-28,2025-06-29 23:36:30.752474308,Low,Resolved,Agent_16,47.61,1,Billing
T300749,2025-08-02,2025-08-04 15:47:29.744264450,Low,Closed,Agent_16,63.79,1,Other
T300750,2024-01-08,2024-01-08 21:50:35.216333774,Medium,Resolved,Agent_17,21.84,1,Technical
T300751,2023-05-23,2023-05-23 05:55:36.587267610,Low,Resolved,Agent_3,5.93,1,Billing
T300752,2024-02-07,2024-02-07 06:23:43.822059587,Low,Resolved,Agent_17,6.4,1,Logistics
T300753,2025-07-01,2025-07-01 02:13:02.608205229,Low,Resolved,Agent_18,2.22,1,Billing
T300754,2023-09-23,2023-09-23 12:47:44.739094163,Low,Resolved,Agent_18,12.8,1,Logistics
T300755,2023-03-29,2023-03-29 02:57:07.572999561,Low,Resolved,Agent_6,2.95,1,Logistics
T300756,2022-12-05,2022-12-08 06:32:34.934734376,Low,Resolved,Agent_6,78.54,0,Other
T300757,2022-11-01,2022-11-01 01:00:00.000000000,Low,Resolved,Agent_1,1.0,1,Technical
T300758,2024-02-11,2024-02-11 10:26:20.752938676,High,Resolved,Agent_16,10.44,1,Billing
T300759,2024-06-26,2024-06-29 07:40:22.907961186,Low,Open,Agent_17,79.67,0,Billing
T300760,2024-02-09,2024-02-13 12:07:10.433227943,Low,Resolved,Agent_4,108.12,0,Billing
T300761,2024-01-25,2024-01-25 06:19:13.851807456,High,Resolved,Agent_16,6.32,1,HR
T300762,2024-06-25,2024-06-25 23:16:49.671838687,Medium,Resolved,Agent_20,23.28,1,Logistics
T300763,2023-01-09,2023-01-09 18:06:58.008497664,Critical,Resolved,Agent_2,18.12,0,Other
T300764,2023-07-15,2023-07-17 05:27:02.256819518,Low,Resolved,Agent_12,53.45,1,Technical
T300765,2025-03-16,2025-03-20 15:03:04.701201153,Low,Closed,Agent_16,111.05,0,HR
T300766,2025-08-17,2025-08-19 07:20:27.612551861,Low,Escalated,Agent_6,55.34,1,Billing
T300767,2023-01-31,2023-01-31 01:00:00.000000000,High,Closed,Agent_16,1.0,1,Other
T300768,2024-06-16,2024-06-16 10:31:27.241886065,Low,Resolved,Agent_7,10.52,1,Billing
T300769,2023-11-07,2023-11-12 15:24:21.266386998,Low,Resolved,Agent_14,135.41,0,Logistics
T300770,2025-04-11,2025-04-12 20:37:51.568883737,Medium,Resolved,Agent_3,44.63,1,Technical
T300771,2023-02-07,2023-02-07 13:11:10.834502787,Medium,Resolved,Agent_1,13.19,1,Billing
T300772,2024-03-24,2024-03-24 01:03:14.998140248,Critical,Resolved,Agent_17,1.05,1,Logistics
T300773,2025-07-13,2025-07-13 01:01:33.394656677,Critical,Resolved,Agent_20,1.03,1,HR
T300774,2025-06-26,2025-06-28 08:27:29.687705702,Medium,Resolved,Agent_4,56.46,0,Logistics
T300775,2025-06-19,2025-06-19 08:43:30.057379453,Low,Resolved,Agent_7,8.73,1,Technical
T300776,2023-07-04,2023-07-04 11:43:01.899565367,Medium,Resolved,Agent_7,11.72,1,Technical
T300777,2025-01-09,2025-01-13 14:54:42.155196406,Low,Resolved,Agent_4,110.91,0,Billing
T300778,2023-08-06,2023-08-06 01:37:55.982123155,Low,Resolved,Agent_7,1.63,1,HR
T300779,2024-12-13,2024-12-14 23:49:13.272584467,Low,Closed,Agent_8,47.82,1,Billing
T300780,2025-03-02,2025-03-02 20:43:17.695367367,Low,Resolved,Agent_9,20.72,1,Other
T300781,2024-01-05,2024-01-05 05:28:27.192374036,Low,Resolved,Agent_15,5.47,1,Logistics
T300782,2024-01-16,2024-01-16 05:01:45.729907940,Critical,Resolved,Agent_4,5.03,1,Technical
T300783,2023-07-23,2023-07-23 07:57:38.729927181,High,Resolved,Agent_18,7.96,1,HR
T300784,2024-03-29,2024-03-29 02:30:26.530201113,Medium,Closed,Agent_12,2.51,1,Logistics
T300785,2024-01-19,2024-01-19 14:55:23.146977874,Low,Resolved,Agent_6,14.92,1,Technical
T300786,2023-06-11,2023-06-11 16:10:52.803785987,High,Resolved,Agent_4,16.18,1,Technical
T300787,2024-12-01,2024-12-03 19:40:43.414124458,Low,Open,Agent_4,67.68,1,Billing
T300788,2023-05-11,2023-05-11 21:54:43.456828772,Medium,Resolved,Agent_18,21.91,1,Technical
T300789,2024-05-11,2024-05-11 01:24:17.914702065,High,Closed,Agent_1,1.4,1,Billing
T300790,2025-01-15,2025-01-18 20:03:41.318799298,Low,Resolved,Agent_6,92.06,0,Logistics
T300791,2023-07-27,2023-07-27 02:16:30.404921576,High,Resolved,Agent_9,2.28,1,Billing
T300792,2025-09-30,2025-10-02 13:15:48.559830407,Low,Closed,Agent_17,61.26,1,HR
T300793,2024-08-12,2024-08-12 01:00:00.000000000,High,Resolved,Agent_11,1.0,1,Logistics
T300794,2022-12-11,2022-12-11 19:21:15.104932798,Low,Escalated,Agent_9,19.35,1,HR
T300795,2024-01-07,2024-01-08 07:14:14.894576988,Low,Closed,Agent_11,31.24,1,Billing
T300796,2025-01-11,2025-01-11 01:00:00.000000000,Medium,Closed,Agent_4,1.0,1,Logistics
T300797,2025-05-19,2025-05-19 09:02:01.506890349,Low,Closed,Agent_13,9.03,1,HR
T300798,2023-09-19,2023-09-19 18:26:05.774390404,Low,Resolved,Agent_19,18.43,1,Billing
T300799,2025-04-18,2025-04-22 01:06:12.236395937,Medium,Resolved,Agent_3,97.1,0,Other
T300800,2025-03-13,2025-03-14 12:16:55.030399737,Medium,Resolved,Agent_1,36.28,1,Technical
T300801,2025-03-30,2025-03-30 11:01:17.988534788,Critical,Resolved,Agent_17,11.02,0,Technical
T300802,2023-10-06,2023-10-08 04:51:21.521828955,Low,Resolved,Agent_17,52.86,1,Technical
T300803,2023-12-25,2023-12-25 16:36:06.086469225,Low,Resolved,Agent_7,16.6,1,Billing
